FlowID,SrcIP,DstIP,SrcPort,DstPort,Protocol,FlowDuration,TotFwdPkts,TotBwdPkts,TotLenFwd,TotLenBwd,FwdPktLenMean,FwdPktLenStd,FwdPktLenMin,FwdPktLenMax,BwdPktLenMean,BwdPktLenStd,BwdPktLenMin,BwdPktLenMax,FlowIATMean,FlowIATStd,FlowIATMin,FlowIATMax,FwdIATMean,FwdIATStd,FwdIATMin,FwdIATMax,BwdIATMean,BwdIATStd,BwdIATMin,BwdIATMax,TotalFwdIAT,TotalBwdIAT,TotalBytes,TotalPackets,BytesPerSec,PktsPerSec,FwdBwdPktRatio,FwdBwdByteRatio,FwdPktLenPct25,FwdPktLenPct50,FwdPktLenPct75,FwdPktLenPct90,BwdPktLenPct25,BwdPktLenPct50,BwdPktLenPct75,BwdPktLenPct90,FlowIAT25,FlowIAT50,FlowIAT75,FlowIAT90,FwdIAT25,FwdIAT50,FwdIAT75,FwdIAT90,BwdIAT25,BwdIAT50,BwdIAT75,BwdIAT90,Fwd_SYN,Fwd_FIN,Fwd_RST,Fwd_PSH,Fwd_ACK,Fwd_URG,Bwd_SYN,Bwd_FIN,Bwd_RST,Bwd_PSH,Bwd_ACK,Bwd_URG,MinActive,MeanActive,MaxActive,StdActive,MinIdle,MeanIdle,MaxIdle,StdIdle,SrcPortCat,DstPortCat,URLs
1,2409:40f3:1e:15c5:5479:f7c0:c370:db49,64:ff9b::acbc:9b19,56495,443,TCP,0.09975910186767578,1,1,75,86,75.0,0.0,75,75,86.0,0.0,86,86,0.09975910186767578,0.0,0.09975910186767578,0.09975910186767578,0,0,0,0,0,0,0,0,0.0,0.0,161,2,1613.88782562975,20.048295970555902,1.0,0.872093023255814,75.0,75.0,75.0,75.0,86.0,86.0,86.0,86.0,0.09975910186767578,0.09975910186767578,0.09975910186767578,0.09975910186767578,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.09975910186767578,0.09975910186767578,0.09975910186767578,0.0,0,0,0,0,Other,Web,
2,2409:40f3:1e:15c5:5479:f7c0:c370:db49,2404:6800:4003:c02::bc,50014,443,TCP,0.08687305450439453,1,1,75,86,75.0,0.0,75,75,86.0,0.0,86,86,0.08687305450439453,0.0,0.08687305450439453,0.08687305450439453,0,0,0,0,0,0,0,0,0.0,0.0,161,2,1853.2789127594876,23.022098295148915,1.0,0.872093023255814,75.0,75.0,75.0,75.0,86.0,86.0,86.0,86.0,0.08687305450439453,0.08687305450439453,0.08687305450439453,0.08687305450439453,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.08687305450439453,0.08687305450439453,0.08687305450439453,0.0,0,0,0,0,Other,Web,
3,2409:40f3:1e:15c5:5479:f7c0:c370:db49,2409:40f3:1e:15c5::aa,64876,53,TCP,18.339667797088623,9,6,753,569,83.66666666666667,11.095544651395493,74,111,94.83333333333333,40.99762865771087,74,186,1.309976271220616,3.8964839470487864,0.0,15.21622610092163,2.292458474636078,4.931270483529561,3.0994415283203125e-05,15.21622610092163,0.016376972198486328,0.025357666632735927,0.0,0.06659102439880371,18.339667797088623,0.08188486099243164,1322,15,72.0841846551803,0.817899220747129,1.5,1.3233743409490335,74.0,86.0,86.0,91.0,74.0,74.5,83.25,136.0,0.00011026859283447266,0.0044394731521606445,0.05593150854110718,1.7066301822662364,0.0025873780250549316,0.05113804340362549,1.2614367008209229,5.967265915870664,0.0,0.006103038787841797,0.009190797805786133,0.043630933761596685,4,1,1,2,5,0,1,1,0,2,6,0,0.0,0.035302956899007164,0.10590887069702148,0.04992592043844875,1.0141069889068604,6.077919642130534,15.21622610092163,6.474368522446508,Other,System,
4,2409:40f3:1e:15c5:5479:f7c0:c370:db49,2409:40f3:1e:15c5::aa,50797,53,TCP,0.0860910415649414,7,6,569,557,81.28571428571429,12.791897946013503,74,111,92.83333333333333,36.55323363108781,74,174,0.007174253463745117,0.013007763332120809,0.0,0.0448150634765625,0.014348506927490234,0.01960522014063223,2.193450927734375e-05,0.05419492721557617,0.012433385848999024,0.018118583930962613,0.0,0.04831409454345703,0.0860910415649414,0.06216692924499512,1126,13,13079.177339846909,151.00293553997318,1.1666666666666667,1.021543985637343,74.0,74.0,81.0,96.00000000000001,74.0,74.5,83.25,130.0,0.00030916929244995117,0.001362442970275879,0.00439828634262085,0.022010850906372077,0.0011528730392456055,0.003771543502807617,0.018981218338012695,0.03909492492675781,0.002283811569213867,0.003787994384765625,0.007781028747558594,0.03210086822509766,1,1,0,2,6,0,1,1,0,2,6,0,0.0860910415649414,0.0860910415649414,0.0860910415649414,0.0,0,0,0,0,Other,System,
5,2409:40f3:1e:15c5:5479:f7c0:c370:db49,2409:40f3:1e:15c5::aa,51172,53,TCP,0.08578109741210938,7,6,569,545,81.28571428571429,12.791897946013503,74,111,90.83333333333333,32.11654125559323,74,162,0.007148424784342448,0.012481757475667741,0.0,0.042899131774902344,0.014296849568684896,0.019666187679461468,2.384185791015625e-05,0.054325103759765625,0.012433385848999024,0.01710233135233829,0.0,0.04633808135986328,0.08578109741210938,0.06216692924499512,1114,13,12986.544047671989,151.54853915595677,1.1666666666666667,1.0440366972477064,74.0,74.0,81.0,96.00000000000001,74.0,74.5,83.25,124.0,0.00021135807037353516,0.0018929243087768555,0.0054579973220825195,0.0217733383178711,0.0010840892791748047,0.0036699771881103516,0.01882004737854004,0.03908658027648926,0.003787994384765625,0.0052030086517333984,0.0068378448486328125,0.0305379867553711,1,1,0,2,6,0,1,1,0,2,6,0,0.08578109741210938,0.08578109741210938,0.08578109741210938,0.0,0,0,0,0,Other,System,
6,2409:40f3:1e:15c5:5479:f7c0:c370:db49,2a03:2880:f237:c6:face:b00c:0:167,56493,443,TCP,27.563276052474976,13,10,1698,1627,130.6153846153846,31.67512603712029,74,157,162.7,139.98932102128362,74,443,1.252876184203408,4.764784588462825,0.0060160160064697266,23.037444829940796,2.2969396710395813,6.275896413368373,0.00864410400390625,23.071080923080444,0.3677549097273085,0.43657752281591483,0.009424209594726562,1.357546091079712,27.563276052474976,3.3097941875457764,3325,23,120.63152412180119,0.8344436255041887,1.3,1.043638598647818,136.0,143.0,155.0,156.8,74.0,74.0,162.25,428.6,0.036956846714019775,0.06048095226287842,0.26764190196990967,0.9030438899993903,0.15606600046157837,0.2959979772567749,0.71490478515625,1.3304933547973634,0.10468387603759766,0.19938993453979492,0.3126070499420166,1.0199820041656495,0,0,0,10,13,0,0,0,0,4,10,0,0.143326997756958,1.0717347462972004,1.8897981643676758,0.7172504385502395,1.3106269836425781,12.174035906791687,23.037444829940796,10.863408923149109,Other,Web,
7,2404:6800:4007:80b::200a,2409:40f3:1e:15c5:5479:f7c0:c370:db49,443,61267,UDP,21.04171895980835,3,3,527,281,175.66666666666666,62.69680126520721,87,220,93.66666666666667,1.8856180831641267,91,95,4.20834379196167,5.863514451910373,0.00805211067199707,14.991191864013672,10.516833424568176,4.54057252407074,5.9762609004974365,15.057405948638916,10.515548467636108,4.4756433963775635,6.039905071258545,14.991191864013672,21.033666849136353,21.031096935272217,808,6,38.39990456784237,0.28514780619684926,1.0,1.8754448398576513,153.5,220.0,220.0,220.0,93.0,95.0,95.0,95.0,0.010622024536132812,0.05559206008911133,5.9762609004974365,11.385219478607178,8.246547162532806,10.516833424568176,12.787119686603546,14.149291443824769,8.277726769447327,10.515548467636108,12.75337016582489,14.09606318473816,0,0,0,0,0,0,0,0,0,0,0,0,0.00805211067199707,0.024755398432413738,0.05559206008911133,0.021830038798476774,5.9762609004974365,10.483726382255554,14.991191864013672,4.507465481758118,Web,Other,
8,2409:40f3:1e:15c5:5479:f7c0:c370:db49,2404:6800:4007:83b::200e,59514,443,UDP,21.974913835525513,23,18,15547,7168,675.9565217391304,571.0403532730087,91,1292,398.22222222222223,467.31509184032177,84,1292,0.5493728458881378,2.340821491195391,0.0,14.859203100204468,0.9988597197966143,3.0910647631937227,3.0994415283203125e-05,14.889493227005005,0.02993935697218951,0.07382783182015516,0.0,0.2989048957824707,21.974913835525513,0.5089690685272217,22715,41,1033.6786833392737,1.8657638572269521,1.2777777777777777,2.1689453125,96.0,261.0,1290.0,1292.0,88.0,102.0,633.0,1292.0,2.3245811462402344e-05,0.0005714893341064453,0.05631166696548462,0.5943526268005377,0.0003070831298828125,0.04736340045928955,0.44622325897216797,1.8238193035125754,0.0,0.0,0.014044046401977539,0.0703436374664307,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9777652422587076,2.3781018257141113,1.0157975445158935,1.9198060035705566,6.347206036249797,14.859203100204468,6.020517640370723,Other,Web,
9,2404:6800:4007:83f::200a,2409:40f3:1e:15c5:5479:f7c0:c370:db49,443,64779,UDP,26.311304092407227,1,8,140,732,140.0,0.0,140,140,91.5,1.3228756555322954,91,95,3.2889130115509033,4.686616563708622,0.009102106094360352,14.9929039478302,0,0,0,0,3.757457426616124,4.831756584810994,0.327056884765625,14.9929039478302,0.0,26.302201986312866,872,9,33.14164881138054,0.3420583019523221,0.125,0.1912568306010929,140.0,140.0,140.0,140.0,91.0,91.0,91.0,92.2,0.5676113367080688,1.2751615047454834,3.241374969482422,8.133274316787718,0,0,0,0,0.949021577835083,1.3000760078430176,3.8920609951019287,9.113221406936649,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.19679102897644044,0.9748530387878418,0.3890469766342392,1.2502470016479492,5.065469789505005,14.9929039478302,5.165829634219492,Web,Other,
10,2409:40f3:1e:15c5:5479:f7c0:c370:db49,2409:40f3:1e:15c5::aa,57830,53,TCP,0.10299110412597656,6,6,490,515,81.66666666666667,11.68569876197207,74,106,85.83333333333333,21.090413830827398,74,132,0.009362827647816051,0.018481883426254175,0.0,0.06358003616333008,0.02032642364501953,0.0369002667747688,4.291534423828125e-05,0.0940849781036377,0.019888591766357423,0.02396609302753232,0.0,0.06358003616333008,0.10163211822509766,0.09944295883178711,1005,12,9758.124340241124,116.51491749541641,1.0,0.9514563106796117,74.0,75.0,83.5,96.0,74.0,74.5,83.25,109.0,0.00013947486877441406,0.0013589859008789062,0.004502534866333008,0.025048017501831055,0.001196146011352539,0.002582073211669922,0.0037260055541992188,0.057941389083862316,0.0014600753784179688,0.0068738460540771484,0.027529001235961914,0.04915962219238282,1,1,1,2,5,0,1,1,0,2,6,0,0.10299110412597656,0.10299110412597656,0.10299110412597656,0.0,0,0,0,0,Other,System,
