FlowID,SrcIP,DstIP,SrcPort,DstPort,Protocol,FlowDuration,TotFwdPkts,TotBwdPkts,TotLenFwd,TotLenBwd,FwdPktLenMean,FwdPktLenStd,FwdPktLenMin,FwdPktLenMax,BwdPktLenMean,BwdPktLenStd,BwdPktLenMin,BwdPktLenMax,FlowIATMean,FlowIATStd,FlowIATMin,FlowIATMax,FwdIATMean,FwdIATStd,FwdIATMin,FwdIATMax,BwdIATMean,BwdIATStd,BwdIATMin,BwdIATMax,TotalFwdIAT,TotalBwdIAT,TotalBytes,TotalPackets,BytesPerSec,PktsPerSec,FwdBwdPktRatio,FwdBwdByteRatio,FwdPktLenPct25,FwdPktLenPct50,FwdPktLenPct75,FwdPktLenPct90,BwdPktLenPct25,BwdPktLenPct50,BwdPktLenPct75,BwdPktLenPct90,FlowIAT25,FlowIAT50,FlowIAT75,FlowIAT90,FwdIAT25,FwdIAT50,FwdIAT75,FwdIAT90,BwdIAT25,BwdIAT50,BwdIAT75,BwdIAT90,Fwd_SYN,Fwd_FIN,Fwd_RST,Fwd_PSH,Fwd_ACK,Fwd_URG,Bwd_SYN,Bwd_FIN,Bwd_RST,Bwd_PSH,Bwd_ACK,Bwd_URG,MinActive,MeanActive,MaxActive,StdActive,MinIdle,MeanIdle,MaxIdle,StdIdle,SrcPortCat,DstPortCat
78,2409:40f3:2a:b3cd:505b:979:d5f2:8ee3,64:ff9b::1723:51a1,50171,443,TCP,16.990453958511353,3,3,223,258,74.33333333333333,0.4714045207910317,74,75,86.0,9.797958971132712,74,98,3.3980907917022707,6.755047296874696,0.0,16.908135175704956,8.495226979255676,8.450296998023987,0.04492998123168945,16.945523977279663,8.476383090019226,8.476383090019226,0.0,16.952766180038452,16.990453958511353,16.952766180038452,481,6,28.310014622007404,0.3531394755343959,1.0,0.8643410852713178,74.0,74.0,74.5,74.8,80.0,86.0,92.0,95.6,0.0002989768981933594,0.03738880157470703,0.044631004333496094,10.162733507156373,4.270078480243683,8.495226979255676,12.72037547826767,15.255464577674866,4.238191545009613,8.476383090019226,12.714574635028839,15.257489562034607,0,1,1,0,3,0,0,1,0,1,3,0,0.03738880157470703,0.04115939140319824,0.04492998123168945,0.003770589828491211,16.908135175704956,16.908135175704956,16.908135175704956,0.0,Other,Web
79,2409:40f3:2a:b3cd:505b:979:d5f2:8ee3,64:ff9b::14bd:ad0a,60126,443,TCP,0.24262189865112305,1,1,75,86,75.0,0.0,75,75,86.0,0.0,86,86,0.24262189865112305,0.0,0.24262189865112305,0.24262189865112305,0,0,0,0,0,0,0,0,0.0,0.0,161,2,663.5839588062458,8.243278991381937,1.0,0.872093023255814,75.0,75.0,75.0,75.0,86.0,86.0,86.0,86.0,0.24262189865112305,0.24262189865112305,0.24262189865112305,0.24262189865112305,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.24262189865112305,0.24262189865112305,0.24262189865112305,0.0,0,0,0,0,Other,Web
80,2409:40f3:2a:b3cd:505b:979:d5f2:8ee3,64:ff9b::14bd:ad1b,60136,443,TCP,0.9147820472717285,5,4,1331,435,266.2,306.0950179274403,74,876,108.75,40.898502417570256,74,174,0.11434775590896606,0.14160363161527367,0.0,0.37766003608703613,0.1342805027961731,0.13555769054959763,2.5987625122070312e-05,0.29537510871887207,0.22158734003702799,0.16118936713570375,0.0,0.3787200450897217,0.5371220111846924,0.664762020111084,1766,9,1930.5144927876183,9.8384090798916,1.25,3.0597701149425287,109.0,113.0,159.0,589.2,74.0,93.5,128.25,155.70000000000002,7.927417755126953e-05,0.023269057273864746,0.2428971529006958,0.2882259130477905,7.927417755126953e-05,0.12086045742034912,0.25506168603897095,0.27924973964691163,0.14302098751068115,0.2860419750213623,0.332381010055542,0.3601844310760498,0,0,0,4,5,0,0,0,0,2,4,0,0.9147820472717285,0.9147820472717285,0.9147820472717285,0.0,0,0,0,0,Other,Web
81,2409:40f3:2a:b3cd:505b:979:d5f2:8ee3,2405:200:1608:1731::b854:e861,60128,443,TCP,0.03772401809692383,1,1,75,86,75.0,0.0,75,75,86.0,0.0,86,86,0.03772401809692383,0.0,0.03772401809692383,0.03772401809692383,0,0,0,0,0,0,0,0,0.0,0.0,161,2,4267.8380544284755,53.01662179414256,1.0,0.872093023255814,75.0,75.0,75.0,75.0,86.0,86.0,86.0,86.0,0.03772401809692383,0.03772401809692383,0.03772401809692383,0.03772401809692383,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.03772401809692383,0.03772401809692383,0.03772401809692383,0.0,0,0,0,0,Other,Web
82,2409:40f3:2a:b3cd:505b:979:d5f2:8ee3,2405:200:1608:1731::312c:71b8,60639,443,TCP,0.037661075592041016,1,1,75,86,75.0,0.0,75,75,86.0,0.0,86,86,0.037661075592041016,0.0,0.037661075592041016,0.037661075592041016,0,0,0,0,0,0,0,0,0.0,0.0,161,2,4274.970841088363,53.105227839607,1.0,0.872093023255814,75.0,75.0,75.0,75.0,86.0,86.0,86.0,86.0,0.037661075592041016,0.037661075592041016,0.037661075592041016,0.037661075592041016,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.037661075592041016,0.037661075592041016,0.037661075592041016,0.0,0,0,0,0,Other,Web
83,2409:40f3:2a:b3cd:505b:979:d5f2:8ee3,2404:6800:4003:c20::bc,63171,443,TCP,0.07165813446044922,1,1,75,86,75.0,0.0,75,75,86.0,0.0,86,86,0.07165813446044922,0.0,0.07165813446044922,0.07165813446044922,0,0,0,0,0,0,0,0,0.0,0.0,161,2,2246.779116038276,27.910299578115225,1.0,0.872093023255814,75.0,75.0,75.0,75.0,86.0,86.0,86.0,86.0,0.07165813446044922,0.07165813446044922,0.07165813446044922,0.07165813446044922,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.07165813446044922,0.07165813446044922,0.07165813446044922,0.0,0,0,0,0,Other,Web
84,2409:40f3:2a:b3cd:505b:979:d5f2:8ee3,64:ff9b::45ad:9e40,54763,443,TCP,15.449455976486206,3,3,223,222,74.33333333333333,0.4714045207910317,74,75,74.0,0.0,74,74,3.089891195297241,6.103570747332362,0.0,15.296842098236084,7.724727988243103,7.6470500230789185,0.07767796516418457,15.371778011322021,7.687227487564087,7.687227487564087,0.0,15.374454975128174,15.449455976486206,15.374454975128174,445,6,28.803603225724064,0.38836318956032445,1.0,1.0045045045045045,74.0,74.0,74.5,74.8,74.0,74.0,74.0,74.0,6.508827209472656e-05,0.0749359130859375,0.07761287689208984,9.209150409698488,3.901202976703644,7.724727988243103,11.548252999782562,13.842368006706238,3.8436137437820435,7.687227487564087,11.53084123134613,13.837009477615357,0,1,0,0,3,0,0,1,0,0,3,0,0.0749359130859375,0.07630693912506104,0.07767796516418457,0.0013710260391235352,15.296842098236084,15.296842098236084,15.296842098236084,0.0,Other,Web
85,10.26.253.193,10.26.253.175,63995,53,TCP,0.1654050350189209,7,6,439,410,62.714285714285715,16.148545142026933,54,101,68.33333333333333,26.58738213681236,54,127,0.013783752918243408,0.02193755494360594,0.0,0.0683739185333252,0.027567505836486816,0.04290911793527098,3.981590270996094e-05,0.11994218826293945,0.02630481719970703,0.02818466455853578,0.0,0.0683739185333252,0.1654050350189209,0.13152408599853516,849,13,5132.854631075056,78.59494723672053,1.1666666666666667,1.0707317073170732,54.0,54.0,61.0,80.00000000000001,54.0,54.5,63.25,96.5,0.0001576542854309082,0.002673506736755371,0.012526512145996094,0.045213413238525395,0.0014743804931640625,0.005398988723754883,0.027193903923034668,0.07699406147003174,0.005347013473510742,0.005908012390136719,0.0518951416015625,0.06178240776062012,1,1,0,2,6,0,1,1,0,2,6,0,0.1654050350189209,0.1654050350189209,0.1654050350189209,0.0,0,0,0,0,Other,System
86,10.26.253.193,10.26.253.175,53546,53,TCP,0.16469621658325195,7,6,439,413,62.714285714285715,16.148545142026933,54,101,68.83333333333333,27.691254134754452,54,130,0.013724684715270996,0.02236759328591648,0.0,0.07262802124023438,0.027449369430541992,0.04290895583411025,0.00010585784912109375,0.11987709999084473,0.026186370849609376,0.028890761583949445,0.0,0.07262802124023438,0.16469621658325195,0.13093185424804688,852,13,5173.160729951099,78.93320362601442,1.1666666666666667,1.062953995157385,54.0,54.0,61.0,80.00000000000001,54.0,54.5,63.25,98.0,0.0002294778823852539,0.0023773908615112305,0.012353122234344482,0.041478443145751956,0.00154036283493042,0.0051195621490478516,0.026875019073486328,0.07683956623077393,0.004754781723022461,0.005908012390136719,0.04764103889465332,0.06263322830200195,1,1,0,2,6,0,1,1,0,2,6,0,0.16469621658325195,0.16469621658325195,0.16469621658325195,0.0,0,0,0,0,Other,System
87,10.26.253.193,10.26.253.175,62158,53,TCP,0.16452717781066895,7,6,439,401,62.714285714285715,16.148545142026933,54,101,66.83333333333333,23.283876156879227,54,118,0.013710598150889078,0.02216451915451091,2.5033950805664062e-05,0.07196998596191406,0.027421196301778156,0.04273867629226483,2.5033950805664062e-05,0.11951613426208496,0.026186370849609376,0.028561032701976064,0.0006580352783203125,0.07196998596191406,0.16452717781066895,0.13093185424804688,840,13,5105.539468783918,79.01430130260826,1.1666666666666667,1.0947630922693268,54.0,54.0,61.0,80.00000000000001,54.0,54.5,63.25,92.0,0.000558018684387207,0.002434849739074707,0.012320280075073242,0.04143784046173096,0.0018114447593688965,0.005146503448486328,0.026781558990478516,0.076568603515625,0.004754781723022461,0.005908012390136719,0.04764103889465332,0.06223840713500977,1,1,0,2,6,0,1,1,0,2,6,0,0.16452717781066895,0.16452717781066895,0.16452717781066895,0.0,0,0,0,0,Other,System
88,2409:40f3:2a:b3cd:505b:979:d5f2:8ee3,2409:40f3:2a:b3cd::ad,58546,53,TCP,0.1080629825592041,6,6,505,530,84.16666666666667,17.013883219953705,74,121,88.33333333333333,26.58738213681236,74,147,0.00982390750538219,0.019525301094554092,0.0,0.06687307357788086,0.021259021759033204,0.03819625028708596,2.5033950805664062e-05,0.0975639820098877,0.020726966857910156,0.025654352662200303,0.0,0.06687307357788086,0.10629510879516602,0.10363483428955078,1035,12,9577.74786044757,111.0463520051892,1.0,0.9528301886792453,74.0,75.0,83.5,103.5,74.0,74.5,83.25,116.5,0.0001550912857055664,0.001767873764038086,0.0040509700775146484,0.027090072631835938,0.00029397010803222656,0.0038199424743652344,0.004592180252075195,0.060375261306762705,0.0019140243530273438,0.004083871841430664,0.030763864517211914,0.052429389953613285,1,1,1,2,5,0,1,1,0,2,6,0,0.1080629825592041,0.1080629825592041,0.1080629825592041,0.0,0,0,0,0,Other,System
89,2409:40f3:2a:b3cd:505b:979:d5f2:8ee3,2409:40f3:2a:b3cd::ad,53646,53,TCP,0.10584497451782227,6,6,505,533,84.16666666666667,17.013883219953705,74,121,88.83333333333333,27.691254134754452,74,150,0.009622270410711115,0.019719929845235313,0.0,0.0676729679107666,0.021168994903564452,0.03808837886698652,3.2901763916015625e-05,0.09725618362426758,0.02034416198730469,0.026171448066347414,0.0,0.0676729679107666,0.10584497451782227,0.10172080993652344,1038,12,9806.795312943466,113.3733562189996,1.0,0.9474671669793621,74.0,75.0,83.5,103.5,74.0,74.5,83.25,118.0,4.851818084716797e-05,0.00020694732666015625,0.004075407981872559,0.025873184204101562,0.00013399124145507812,0.00415492057800293,0.004266977310180664,0.06006050109863282,0.0,0.004083871841430664,0.029963970184326172,0.052589368820190434,1,1,1,2,5,0,1,1,0,2,6,0,0.10584497451782227,0.10584497451782227,0.10584497451782227,0.0,0,0,0,0,Other,System
90,2409:40f3:2a:b3cd:505b:979:d5f2:8ee3,2409:40f3:2a:b3cd::ad,56512,53,TCP,0.1056830883026123,6,6,505,521,84.16666666666667,17.013883219953705,74,121,86.83333333333333,23.283876156879227,74,138,0.009607553482055664,0.019135208085674812,0.0,0.0653529167175293,0.02113661766052246,0.03812240313687803,2.5987625122070312e-05,0.09730386734008789,0.02034416198730469,0.025182363786568365,0.0,0.0653529167175293,0.1056830883026123,0.10172080993652344,1026,12,9708.270419408618,113.5470224492236,1.0,0.9692898272552783,74.0,75.0,83.5,103.5,74.0,74.5,83.25,112.0,0.0001704692840576172,0.00092315673828125,0.003976941108703613,0.026918888092041016,0.0003261566162109375,0.003966093063354492,0.004060983657836914,0.060006713867187506,0.00092315673828125,0.0046808719635009766,0.030763864517211914,0.051517295837402347,1,1,1,2,5,0,1,1,0,2,6,0,0.1056830883026123,0.1056830883026123,0.1056830883026123,0.0,0,0,0,0,Other,System
91,2409:40f3:2a:b3cd:505b:979:d5f2:8ee3,2404:6800:4007:810::2002,57494,443,UDP,7.730649948120117,51,63,13976,10183,274.03921568627453,353.37626232651144,93,1292,161.63492063492063,239.17850819116097,83,1292,0.06841283139929308,0.31396703887913,0.0,2.6373798847198486,0.15442666053771972,0.470447165166923,5.5789947509765625e-05,2.6935598850250244,0.12411796662115282,0.4291575648972645,0.0,2.6938669681549072,7.721333026885986,7.695313930511475,24159,114,3125.0929950430377,14.746496189200972,0.8095238095238095,1.3724835510164,97.0,98.0,180.0,779.0,85.0,90.0,102.5,171.80000000000013,0.00046896934509277344,0.006623029708862305,0.025648117065429688,0.043819665908813456,0.004671573638916016,0.025559067726135254,0.06256389617919922,0.0802321195602417,0.0017780065536499023,0.013611435890197754,0.03166931867599487,0.06686904430389404,0,0,0,0,0,0,0,0,0,0,0,0,0.13826799392700195,0.575349748134613,1.4375159740447998,0.5248374030997008,1.3437650203704834,1.8097503185272217,2.6373798847198486,0.5867707029546362,Other,Web
92,2409:40f3:2a:b3cd:505b:979:d5f2:8ee3,64:ff9b::d813:c002,50325,443,TCP,14.811255931854248,3,3,223,222,74.33333333333333,0.4714045207910317,74,75,74.0,0.0,74,74,2.9622511863708496,5.611232848372781,0.0,14.181174993515015,7.405627965927124,7.0988450050354,0.30678296089172363,14.504472970962524,7.2439539432525635,7.2439539432525635,0.0,14.487907886505127,14.811255931854248,14.487907886505127,445,6,30.044717480233942,0.40509731434023294,1.0,1.0045045045045045,74.0,74.0,74.5,74.8,74.0,74.0,74.0,74.0,5.0067901611328125e-05,0.3067328929901123,0.32329797744750977,8.638024187088014,3.856205463409424,7.405627965927124,10.955050468444824,13.084703969955445,3.6219769716262817,7.2439539432525635,10.865930914878845,13.039117097854614,0,1,0,0,3,0,0,1,0,0,3,0,0.30678296089172363,0.3150404691696167,0.32329797744750977,0.008257508277893066,14.181174993515015,14.181174993515015,14.181174993515015,0.0,Other,Web
93,2409:40f3:2a:b3cd:505b:979:d5f2:8ee3,64:ff9b::4a79:8ff5,54465,443,TCP,14.594972848892212,3,2,223,148,74.33333333333333,0.4714045207910317,74,75,74.0,0.0,74,74,3.648743212223053,6.006548972095664,6.198883056640625e-05,14.050611972808838,7.297486424446106,7.026474595069885,0.2710118293762207,14.323961019515991,14.321561813354492,0.0,14.321561813354492,14.321561813354492,14.594972848892212,14.321561813354492,371,5,25.419711556925552,0.34258371370519614,1.5,1.5067567567567568,74.0,74.0,74.5,74.8,74.0,74.0,74.0,74.0,0.20322787761688232,0.2721494436264038,3.7176647782325745,9.917433094978335,3.7842491269111633,7.297486424446106,10.810723721981049,12.918666100502014,14.321561813354492,14.321561813354492,14.321561813354492,14.321561813354492,0,1,0,0,3,0,0,1,0,0,2,0,0.2710118293762207,0.272180438041687,0.2733490467071533,0.0011686086654663086,14.050611972808838,14.050611972808838,14.050611972808838,0.0,Other,Web
94,2409:40f3:2a:b3cd:505b:979:d5f2:8ee3,64:ff9b::1487:200,57195,443,TCP,0.26938605308532715,1,1,75,86,75.0,0.0,75,75,86.0,0.0,86,86,0.26938605308532715,0.0,0.26938605308532715,0.26938605308532715,0,0,0,0,0,0,0,0,0.0,0.0,161,2,597.6552911928361,7.424289331588026,1.0,0.872093023255814,75.0,75.0,75.0,75.0,86.0,86.0,86.0,86.0,0.26938605308532715,0.26938605308532715,0.26938605308532715,0.26938605308532715,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.26938605308532715,0.26938605308532715,0.26938605308532715,0.0,0,0,0,0,Other,Web
95,2606:4700:9c61:d8b7:9afe:575:ccf5:ac50,2409:40f3:2a:b3cd:505b:979:d5f2:8ee3,443,63649,TCP,20.053762912750244,4,2,344,204,86.0,12.0,74,98,102.0,0.0,102,102,4.010752582550049,7.970776282070025,0.00024199485778808594,19.952241897583008,6.684587637583415,9.381648380694475,0.04923200607299805,19.952241897583008,20.004417896270752,0.0,20.004417896270752,20.004417896270752,20.053762912750244,20.004417896270752,548,6,27.32654227459625,0.2991957183349955,2.0,1.6862745098039216,74.0,86.0,98.0,98.0,102.0,102.0,102.0,102.0,0.00035500526428222656,0.04899001121520996,0.051934003829956055,11.99211874008179,0.050760507583618164,0.05228900909423828,10.002265453338623,15.972251319885254,20.004417896270752,20.004417896270752,20.004417896270752,20.004417896270752,0,0,0,2,4,0,0,0,0,2,2,0,0.04923200607299805,0.050760507583618164,0.05228900909423828,0.0015285015106201172,19.952241897583008,19.952241897583008,19.952241897583008,0.0,Web,Other
96,10.26.253.193,10.26.253.175,63612,53,TCP,0.12827515602111816,7,6,427,521,61.0,12.13024555163073,54,89,86.83333333333333,67.74072302209031,54,238,0.01068959633509318,0.021022951079087925,0.0,0.07032299041748047,0.02137919267018636,0.04165074076850219,4.982948303222656e-05,0.11441302299499512,0.024811220169067384,0.02802656879810311,0.0,0.07032299041748047,0.12827515602111816,0.12405610084533691,948,13,7390.3632582129085,101.34464383625296,1.1666666666666667,0.8195777351247601,54.0,54.0,61.0,75.2,54.0,54.5,63.25,152.0,0.00013512372970581055,0.0019905567169189453,0.00418323278427124,0.03716413974761964,0.0012995600700378418,0.004309654235839844,0.00475001335144043,0.05962848663330078,0.003759145736694336,0.005021095275878906,0.0449528694152832,0.06017494201660156,1,1,0,2,6,0,1,1,0,2,6,0,0.12827515602111816,0.12827515602111816,0.12827515602111816,0.0,0,0,0,0,Other,System
97,10.26.253.193,10.26.253.175,60596,53,TCP,0.1279740333557129,7,6,427,429,61.0,12.13024555163073,54,89,71.5,33.59439437366498,54,146,0.01066450277964274,0.02017688754221861,0.0,0.06703996658325195,0.02132900555928548,0.04076107425254485,3.0994415283203125e-05,0.11237788200378418,0.024587583541870118,0.02665586719301999,0.0,0.06703996658325195,0.1279740333557129,0.12293791770935059,856,13,6688.856931004803,101.58310759703556,1.1666666666666667,0.9953379953379954,54.0,54.0,61.0,75.2,54.0,54.5,63.25,106.0,0.0001169443130493164,0.0026885271072387695,0.0046280622482299805,0.037302446365356456,0.0021303296089172363,0.004576563835144043,0.0049669742584228516,0.058734893798828125,0.005021095275878906,0.0059239864349365234,0.0449528694152832,0.05820512771606445,1,1,0,2,6,0,1,1,0,2,6,0,0.1279740333557129,0.1279740333557129,0.1279740333557129,0.0,0,0,0,0,Other,System
98,10.26.253.193,10.26.253.175,54683,53,TCP,0.16312503814697266,7,6,427,405,61.0,12.13024555163073,54,89,67.5,24.75042087184243,54,122,0.013593753178914389,0.02641424117047138,0.0,0.08809494972229004,0.027187506357828777,0.05265857589485053,6.198883056640625e-05,0.14481687545776367,0.031644773483276364,0.03481904208729161,0.0,0.08809494972229004,0.16312503814697266,0.15822386741638184,832,13,5100.381949032148,79.69346795362732,1.1666666666666667,1.054320987654321,54.0,54.0,61.0,75.2,54.0,54.5,63.25,94.0,0.00017344951629638672,0.002825021743774414,0.005249321460723877,0.04758627414703371,0.0020720958709716797,0.005294442176818848,0.006318092346191406,0.07569551467895508,0.0059239864349365234,0.007487058639526367,0.056717872619628906,0.07554411888122559,1,1,0,2,6,0,1,1,0,2,6,0,0.16312503814697266,0.16312503814697266,0.16312503814697266,0.0,0,0,0,0,Other,System
99,10.26.253.193,10.26.253.175,52992,53,TCP,0.16283416748046875,7,6,428,399,61.142857142857146,12.460549992775158,54,90,66.5,22.55179224215524,54,116,0.013569513956705729,0.025545173605514657,0.0,0.08471894264221191,0.027139027913411457,0.05150642644249343,3.886222839355469e-05,0.1422119140625,0.03150300979614258,0.03343380608960919,0.0,0.08471894264221191,0.16283416748046875,0.1575150489807129,827,13,5078.786674787987,79.83582439207234,1.1666666666666667,1.0726817042606516,54.0,54.0,61.0,75.60000000000001,54.0,54.5,63.25,91.0,0.00014287233352661133,0.003831028938293457,0.005340754985809326,0.047716474533081074,0.0035930871963500977,0.005648136138916016,0.006196320056915283,0.0742344856262207,0.007487058639526367,0.008310079574584961,0.05699896812438965,0.07363095283508302,1,1,0,2,6,0,1,1,0,2,6,0,0.16283416748046875,0.16283416748046875,0.16283416748046875,0.0,0,0,0,0,Other,System
100,10.26.253.193,10.26.253.175,53989,53,TCP,0.16220688819885254,7,6,428,402,61.142857142857146,12.460549992775158,54,90,67.0,23.65022903342235,54,119,0.013517240683237711,0.025581107790628346,0.0,0.08471894264221191,0.027034481366475422,0.05154157092042714,2.5987625122070312e-05,0.14216899871826172,0.03131999969482422,0.03356251542190723,0.0,0.08471894264221191,0.16220688819885254,0.1565999984741211,830,13,5116.922032204249,80.14456195018704,1.1666666666666667,1.064676616915423,54.0,54.0,61.0,75.60000000000001,54.0,54.5,63.25,92.5,0.0002942085266113281,0.0032835006713867188,0.005652427673339844,0.04779422283172609,0.0029495954513549805,0.005869388580322266,0.006189942359924316,0.074226975440979,0.007395029067993164,0.007487058639526367,0.05699896812438965,0.07363095283508302,1,1,0,2,6,0,1,1,0,2,6,0,0.16220688819885254,0.16220688819885254,0.16220688819885254,0.0,0,0,0,0,Other,System
101,10.26.253.193,10.26.253.175,53079,53,TCP,0.15876317024230957,7,6,428,382,61.142857142857146,12.460549992775158,54,90,63.666666666666664,19.430788855719562,54,107,0.01323026418685913,0.02571455245377936,0.0,0.08500003814697266,0.02646052837371826,0.05175434023866788,2.288818359375e-05,0.14211201667785645,0.030710411071777344,0.034060736985714234,0.0,0.08500003814697266,0.15876317024230957,0.15355205535888672,810,13,5101.9389368689945,81.8829705917246,1.1666666666666667,1.1204188481675392,54.0,54.0,61.0,75.60000000000001,54.0,54.5,57.25,82.5,0.00035303831100463867,0.0029265880584716797,0.004959285259246826,0.04744443893432619,0.002532362937927246,0.004609584808349609,0.005329251289367676,0.07374751567840576,0.004439115524291992,0.007395029067993164,0.056717872619628906,0.07368717193603516,1,1,0,2,6,0,1,1,0,2,6,0,0.15876317024230957,0.15876317024230957,0.15876317024230957,0.0,0,0,0,0,Other,System
102,10.26.253.193,10.26.253.175,52837,53,TCP,0.16460418701171875,7,6,425,405,60.714285714285715,11.473127431577865,54,87,67.5,27.98660393831306,54,130,0.013717015584309896,0.025554440445198147,0.0,0.08500003814697266,0.027434031168619793,0.05131664539098037,6.318092346191406e-05,0.1419968605041504,0.03210282325744629,0.03308667566682911,0.0,0.08500003814697266,0.16460418701171875,0.16051411628723145,830,13,5042.399073001159,78.9773348783314,1.1666666666666667,1.0493827160493827,54.0,54.0,61.0,74.4,54.0,54.5,57.25,94.0,0.0003203153610229492,0.003401041030883789,0.005780935287475586,0.04781966209411623,0.0026897192001342773,0.005877017974853516,0.008341372013092041,0.07534301280975342,0.007395029067993164,0.011401176452636719,0.056717872619628906,0.07368717193603516,1,1,0,2,6,0,1,1,0,2,6,0,0.16460418701171875,0.16460418701171875,0.16460418701171875,0.0,0,0,0,0,Other,System
103,10.26.253.193,10.26.253.175,55544,53,TCP,0.16350579261779785,7,6,425,391,60.714285714285715,11.473127431577865,54,87,65.16666666666667,22.777303518097913,54,116,0.01362548271814982,0.025821112570299603,0.0,0.08695292472839355,0.02725096543629964,0.05135339315497093,2.4080276489257812e-05,0.14190101623535156,0.03189840316772461,0.03358179337916254,0.0,0.08695292472839355,0.16350579261779785,0.15949201583862305,816,13,4990.64887509788,79.50788649052994,1.1666666666666667,1.0869565217391304,54.0,54.0,61.0,74.4,54.0,54.5,57.25,87.0,7.963180541992188e-05,0.0030649900436401367,0.005720019340515137,0.04609048366546632,0.002538442611694336,0.005372881889343262,0.008274197578430176,0.07535147666931152,0.006855964660644531,0.010918140411376953,0.05476498603820801,0.07407774925231934,1,1,0,2,6,0,1,1,0,2,6,0,0.16350579261779785,0.16350579261779785,0.16350579261779785,0.0,0,0,0,0,Other,System
104,10.26.253.193,10.26.253.175,51753,53,TCP,0.162977933883667,7,6,425,395,60.714285714285715,11.473127431577865,54,87,65.83333333333333,24.265315896471563,54,120,0.013581494490305582,0.025609588844138685,0.0,0.08500003814697266,0.027162988980611164,0.05135507532685456,3.123283386230469e-05,0.1418168544769287,0.03189840316772461,0.03322828005690421,0.0,0.08500003814697266,0.162977933883667,0.15949201583862305,820,13,5031.355966172162,79.765399463705,1.1666666666666667,1.0759493670886076,54.0,54.0,61.0,74.4,54.0,54.5,57.25,89.0,0.00011652708053588867,0.0028990507125854492,0.005598902702331543,0.04781286716461183,0.002426624298095703,0.005225539207458496,0.008195221424102783,0.07521140575408936,0.006855964660644531,0.010918140411376953,0.056717872619628906,0.07368717193603516,1,1,0,2,6,0,1,1,0,2,6,0,0.162977933883667,0.162977933883667,0.162977933883667,0.0,0,0,0,0,Other,System
105,10.26.253.193,10.26.253.175,63131,53,TCP,0.28192710876464844,7,5,524,419,74.85714285714286,28.826716632955872,54,121,83.8,47.38100885375912,54,178,0.025629737160422585,0.0528003357864646,0.0,0.18695688247680664,0.04698785146077474,0.06663586769424036,2.6941299438476562e-05,0.18695688247680664,0.06952077150344849,0.07455720911870566,0.0,0.19168305397033691,0.28192710876464844,0.27808308601379395,943,12,3344.836202988952,42.564193463274044,1.4,1.2505966587112172,54.0,56.0,92.5,119.8,55.0,66.0,66.0,133.20000000000002,0.00011456012725830078,0.0037419795989990234,0.020450472831726074,0.04549908638000488,0.001220107078552246,0.014590024948120117,0.05539733171463013,0.12619149684906006,0.014868736267089844,0.043200016021728516,0.09785205125808716,0.15415065288543703,1,2,1,3,6,0,1,1,0,2,5,0,0.28192710876464844,0.28192710876464844,0.28192710876464844,0.0,0,0,0,0,Other,System
106,10.26.253.193,10.26.253.175,63927,53,TCP,0.15511393547058105,7,6,457,431,65.28571428571429,22.301276617617884,54,119,71.83333333333333,34.333737861694516,54,148,0.012926161289215088,0.026789910558616726,0.0,0.09354400634765625,0.025852322578430176,0.0507798680075868,3.2901763916015625e-05,0.1392660140991211,0.030320405960083008,0.035819820072151315,0.0,0.09354400634765625,0.15511393547058105,0.15160202980041504,888,13,5724.824125608097,83.80936219921765,1.1666666666666667,1.060324825986079,54.0,54.0,61.0,87.20000000000002,54.0,54.5,63.25,107.0,0.00015205144882202148,0.0026224851608276367,0.004780888557434082,0.03862307071685792,0.0009815692901611328,0.004620909690856934,0.006258785724639893,0.07284653186798096,0.003760099411010742,0.007487058639526367,0.04681086540222168,0.07485074996948243,1,1,0,2,6,0,1,1,0,2,6,0,0.15511393547058105,0.15511393547058105,0.15511393547058105,0.0,0,0,0,0,Other,System
107,10.26.253.193,10.26.253.175,49974,53,TCP,0.15755987167358398,7,6,457,419,65.28571428571429,22.301276617617884,54,119,69.83333333333333,29.90215525491246,54,136,0.013129989306131998,0.02620802740900568,0.0,0.09158492088317871,0.026259978612263996,0.04945840602408968,4.506111145019531e-05,0.13663101196289062,0.030406427383422852,0.03485317917756915,0.0,0.09158492088317871,0.15755987167358398,0.15203213691711426,876,13,5559.791276136635,82.50831802485874,1.1666666666666667,1.090692124105012,54.0,54.0,61.0,87.20000000000002,54.0,54.5,63.25,101.0,0.00020176172256469727,0.0022546052932739258,0.0062059760093688965,0.03892910480499269,0.001640915870666504,0.005967497825622559,0.00805443525314331,0.07263946533203125,0.003322124481201172,0.010314226150512695,0.04681086540222168,0.0736752986907959,1,1,0,2,6,0,1,1,0,2,6,0,0.15755987167358398,0.15755987167358398,0.15755987167358398,0.0,0,0,0,0,Other,System
