FlowID,SrcIP,DstIP,SrcPort,DstPort,Protocol,FlowDuration,TotFwdPkts,TotBwdPkts,TotLenFwd,TotLenBwd,FwdPktLenMean,FwdPktLenStd,FwdPktLenMin,FwdPktLenMax,BwdPktLenMean,BwdPktLenStd,BwdPktLenMin,BwdPktLenMax,FlowIATMean,FlowIATStd,FlowIATMin,FlowIATMax,FwdIATMean,FwdIATStd,FwdIATMin,FwdIATMax,BwdIATMean,BwdIATStd,BwdIATMin,BwdIATMax,TotalFwdIAT,TotalBwdIAT,TotalBytes,TotalPackets,BytesPerSec,PktsPerSec,FwdBwdPktRatio,FwdBwdByteRatio,FwdPktLenPct25,FwdPktLenPct50,FwdPktLenPct75,FwdPktLenPct90,BwdPktLenPct25,BwdPktLenPct50,BwdPktLenPct75,BwdPktLenPct90,FlowIAT25,FlowIAT50,FlowIAT75,FlowIAT90,FwdIAT25,FwdIAT50,FwdIAT75,FwdIAT90,BwdIAT25,BwdIAT50,BwdIAT75,BwdIAT90,Fwd_SYN,Fwd_FIN,Fwd_RST,Fwd_PSH,Fwd_ACK,Fwd_URG,Bwd_SYN,Bwd_FIN,Bwd_RST,Bwd_PSH,Bwd_ACK,Bwd_URG,MinActive,MeanActive,MaxActive,StdActive,MinIdle,MeanIdle,MaxIdle,StdIdle,SrcPortCat,DstPortCat
1,64:ff9b::312c:681d,2409:40f3:2a:b3cd:505b:979:d5f2:8ee3,443,56568,TCP,0.35436010360717773,4,3,320,222,80.0,10.392304845413264,74,98,74.0,0.0,74,74,0.05906001726786295,0.11085532756146643,0.0,0.30352210998535156,0.1181200345357259,0.16704695482840196,0.0,0.35436010360717773,0.15193557739257812,0.15158653259277344,0.0003490447998046875,0.30352210998535156,0.35436010360717773,0.30387115478515625,542,7,1529.5175570916656,19.75391678900675,1.3333333333333333,1.4414414414414414,74.0,74.0,80.0,90.80000000000001,74.0,74.0,74.0,74.0,3.224611282348633e-05,0.0002390146255493164,0.037857234477996826,0.17694103717803955,0.0,0.0,0.17718005180358887,0.28348808288574223,0.0761423110961914,0.15193557739257812,0.22772884368896484,0.2732048034667969,0,2,0,1,4,0,0,2,0,0,3,0,0.35436010360717773,0.35436010360717773,0.35436010360717773,0.0,0,0,0,0,Web,Other
